Store_ID,Municipality_ID,Store_Name,Parent_ID,Banner_ID,Format_ID,Property_Key,Retail_Centre_Raw,Industry_Class,Sub_Category,Ownership_Type,Address,Postal_Code,Latitude,Longitude,Coordinate_Source,Coordinate_Confidence,Store_Size_SF,Grocery_Anchor,Store_Status,Current_Supply_Flag,Future_Supply_Flag,Core_Grocery_Flag,QA_Status,Verification_Status,Primary_Source,Secondary_Source,Source_Date,Confidence,Notes,Source_Adjustment
GRC-033,2,"Longo's Boxgrove",,20,1,,,445110,"Premium Supermarket",Chain,"98 Copper Creek Dr, Markham",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-034,2,"FreshCo McCowan & Bur Oak",,21,3,,,445110,"Discount Supermarket",Chain,"9580 McCowan Rd, Markham",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-035,2,"Panchvati Supermarket",,22,1,,,445110,"South Asian Supermarket",Independent,"10 Karachi Dr, Markham",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"South Asian grocery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-036,2,"Kuo Hua Trading Co",,,2,,,445110,"Cash & Carry / Wholesale Grocery",Independent,"270 Ferrier St, Markham",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Maps_Verified,,,,Medium,"Wholesale-oriented; secondary. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-037,2,"Mandiholic Mini Mart",,,5,,,445110,"Asian Specialty Grocery",Independent,"18 Crown Steel Dr Unit 103, Markham",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Maps_Verified,,,,Medium,"Small Asian mini-mart/wholesale. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-038,1,"T&T Supermarket Weldrick",,9,1,,,445110,"Chinese Supermarket",Chain,"9625 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,High,"Current store. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-039,1,"H Mart",,23,1,,,445110,"Korean Supermarket",Chain,"9737 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.hmartca.com/contact-us,,,High,"Current official address. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-040,1,"Arzon Supermarket",,24,1,,,445110,"Persian/Middle Eastern Supermarket",Independent,"9737 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,https://www.harroz.ca/our-locations/,,,High,"Separate store from H Mart at same address; separate Store_ID. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-041,1,"FreshPro Foodmart",,25,1,,,445110,"Ethnic-International Supermarket",Independent,"10488 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-042,1,"Loblaws High Tech Road",,19,1,,,445110,"Conventional Supermarket",Chain,"301 High Tech Rd, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-043,1,"Ashley's NOFRILLS",,6,3,,,445110,"Discount Supermarket",Chain,"9325 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-044,1,"FreshCo Major MacKenzie & Leslie",,21,3,,,445110,"Discount Supermarket",Chain,"1430 Major Mackenzie Dr E A, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-045,1,"Longo's Richmond Hill",,20,1,,,445110,"Premium Supermarket",Chain,"10860 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.longos.com/store-details/,,,High,"Official Longo's locator. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-046,1,"Metro Richmond Hill",,26,1,,,445110,"Conventional Supermarket",Chain,"1070-A Major Mackenzie Dr E, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.metro.ca/en/find-a-grocery/344,,,High,"Official Metro locator. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-047,1,"Food Basics",,27,3,,,445110,"Discount Supermarket",Chain,"1070 Major Mackenzie Dr E #A, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.foodbasics.ca/en/find-a-grocery/100843,,,High,"Separate store from Metro at same general address. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-048,1,"Farm Boy",,28,1,,,445110,"Premium Supermarket",Chain,"12266 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-049,1,"Sue's Market",,,1,,,445110,"Independent Supermarket",Independent,"205 Don Head Village Blvd, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,https://www.onrichmondhill.com/?q=listing%2Fsues-market-0,,,Medium,"Independent specialty grocery store; retained as requested rather than excluded. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-050,1,"Btrust / Bayview Food Mart",,29,1,,,445110,"Chinese Supermarket",Independent,"9019 Bayview Ave Unit 28, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery; SF not entered. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-051,1,"Bismillah Grocers",,,5,,,445110,"South Asian Supermarket",Independent,"10288 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,https://www.tasteport.com/groceries/richmond-hill,,,Medium,"Current third-party source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-052,1,"Heeva Fine Foods",,30,1,,,445110,"Persian/Middle Eastern Supermarket",Independent,"10454 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://heevafinefoods.com/,,,High,"Persian grocery/supermarket with butcher, bakery and produce. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-053,1,"HaftSeen Super Market",,,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"26 Levendale Rd, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-054,1,"Jazireh Market",,,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"8 Levendale Rd, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-055,1,Madani,,,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"12977 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-056,1,"Balout Supermarket",,,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"13130 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-057,1,"Daryani Fine Bakery / Super Daryani",,,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"10670 Yonge St, Richmond Hill",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Maps_Verified,,,,Medium,"Grocery + bakery/butcher; secondary pending scale verification. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-058,1,"Silk Road Market",,,5,,,445110,"Asian Specialty Grocery",Independent,"Ways Station Shopping Center, Richmond Hill",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Official_Verified,https://www.silkrdmarket.com/,,,High,"Asian grocery with Southeast Asia/Pacific focus. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-059,5,"T&T Supermarket Aurora",,9,1,,,445110,"Chinese Supermarket",Chain,"16005 Bayview Ave, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,High,"Current store. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-060,5,"Centra Food Market",,31,1,,,445110,"Ethnic-International Supermarket",Chain,"24 Orchard Heights Blvd Unit 104, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://centrafoods.ca/pages/about-us,,,High,"Company states stores often 25,000–35,000 SF; exact Aurora SF not assigned. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-061,5,"Real Canadian Superstore",,32,1,,,445110,"Conventional Supermarket",Chain,"15900 Bayview Ave, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,High,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-062,5,"Sobeys Extra",,33,1,,,445110,"Conventional Supermarket",Chain,"15500 Bayview Ave, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,High,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-063,5,"Longo's Aurora",,20,1,,,445110,"Premium Supermarket",Chain,"650 Wellington St E, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.longos.com/store-details/Longos%20Aurora,,,High,"Official Longo's locator. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-064,5,"Metro Aurora",,26,1,,,445110,"Conventional Supermarket",Chain,"1 Henderson Dr, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.metro.ca/en/find-a-grocery/342,,,High,"Official Metro locator. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-065,5,"Joe & Val's NOFRILLS",,6,3,,,445110,"Discount Supermarket",Chain,"14800 Yonge St #162, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-066,5,"Farm Boy Aurora",,28,1,,,445110,"Premium Supermarket",Chain,"10 Goulding Ave Unit A1, Aurora",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-067,4,"Bravo Fresh Foods",,34,1,,"Newmarket Plaza",445110,"Ethnic-International Supermarket",Independent,"Newmarket Plaza, Davis Drive, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,https://www.newmarkettoday.ca/local-news/bravo-fresh-foods-brings-a-taste-of-asia-to-central-newmarket-11277925,,2025-09,High,"Opened September 2025; Asian grocery with seafood/bakery/butcher/hot table. Coordinates intentionally left NULL pending reliable geocoding.","QA correction: source row fields from Property_ID onward were shifted one column left; source workbook preserved unchanged."
GRC-068,4,"Ranch Fresh Supermarket",,35,1,,,445110,"Chinese Supermarket",Independent,"695 Stonehaven Ave, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://ranchfresh.ca/,,,High,"Address establishes Newmarket; do not classify as Aurora. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-069,4,"Vince's Market Newmarket",,36,1,,,445110,"Independent Supermarket",Independent,"869 Mulock Dr, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://vincesmarket.ca/,,,High,"Official site confirms Newmarket location. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-070,4,"Paeez Fine Foods",,37,1,,,445110,"Persian/Middle Eastern Supermarket",Independent,"17440 Yonge St, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://paeezfinefoods.ca/,,,High,"Current official site. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-071,4,"Golsun Fine Foods",,38,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"16700 Bayview Ave, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,,,,Medium,"Persian grocery + butcher + hot food; current local source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-072,4,"Vatan Fine Foods",,39,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"16880 Yonge St, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,,,,Medium,"Middle Eastern grocery; current local source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-073,4,"Panchratna Supermarket",,40,1,,,445110,"South Asian Supermarket",Independent,"130 Davis Dr Unit 7B, Newmarket",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,,,,Medium,"South Asian supermarket. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-074,4,"JB Supermarket",,,1,,,445110,"Ethnic-International Supermarket",Independent,"30 Main St S, Newmarket",,,,,"Pending GIS geocoding",,1,Unknown,1,0,1,C,Secondary_Verified,,,"2021 article",Low,"Historical local source; current operating status requires verification. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-075,4,"Win Kuang Asian Foods",,,5,,,445110,"Asian Specialty Grocery",Independent,"16925 Yonge St, Newmarket",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Maps_Verified,,,,Medium,"Current directory discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-076,4,"Nature's Emporium",,8,5,,,445110,"Natural/Organic Grocery",Chain,"16655 Yonge St, Newmarket",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Secondary_Verified,https://www.yellowpages.ca/bus/Ontario/Newmarket/Nature-s-Emporium/7839438.html,,,Medium,"Natural/organic grocery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-077,4,"British Fine Foods & Bakery",,,5,,,445110,"Specialty/Gourmet Grocery",Independent,"474 Timothy St, Newmarket",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Secondary_Verified,,,,Medium,"Specialty grocery/bakery/butcher. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-078,4,"Samosa Master",,,5,,,445110,"South Asian Specialty Grocery",Independent,"Davis Drive, Newmarket",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Secondary_Verified,,,,Medium,"South Asian grocery/hot table. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-079,7,"Foodland Mount Albert",,41,1,,,445110,"Conventional Supermarket",Chain,"19263 Highway 48, Mount Albert, East Gwillimbury",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.eastgwillimbury.ca/en/news/november-14-2025-town-page.aspx,,2025-11-14,High,"Municipal current source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-080,7,"Vince's Market Sharon",,36,1,,,445110,"Independent Supermarket",Independent,"19103A Leslie Street, Sharon, East Gwillimbury",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.eastgwillimbury.ca/en/news/november-14-2025-town-page.aspx,https://vincesmarket.ca/,2025-11-14,High,"Municipal + official retailer evidence. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-081,7,"Real Canadian Superstore",,32,1,,,445110,"Conventional Supermarket",Chain,"18120 Yonge Street, East Gwillimbury",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.eastgwillimbury.ca/en/news/november-14-2025-town-page.aspx,,2025-11-14,High,"Municipal current source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-082,6,"Metro Stouffville",,26,1,,,445110,"Conventional Supermarket",Chain,"5612 Main St, Stouffville",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.metro.ca/en/find-a-grocery/355,,,High,"Official Metro locator. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-083,6,"Longo's Stouffville",,20,1,,,445110,"Premium Supermarket",Chain,"5771 Main St, Stouffville",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Official_Verified,https://www.longos.com/store-details/Longos%20Stouffville,,,High,"Official Longo's locator. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-084,6,"No Frills Stouffville",,6,3,,,445110,"Discount Supermarket",Chain,"5887 Main St, Stouffville",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,https://www.stouffvillebusiness.com/cat/grocery-stores/,,,Medium,"Current local business source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-085,6,"M&M Food Market",,42,5,,,445110,"Frozen / Specialty Grocery",Chain,"5758 Main St, Stouffville",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Secondary_Verified,https://www.stouffvillebusiness.com/cat/grocery-stores/,,,Medium,"Secondary grocery. Coordinates intentionally left NULL pending reliable geocoding.",
